City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,luanda,-8.8368,13.2343,21.0,88,40,4.12,AO,1689533777
286,portland,45.5234,-122.6762,30.55,44,99,2.68,US,1689533151
287,garla-mare,44.2092,22.775,26.74,57,0,1.9,RO,1689533778
288,mili,6.0815,171.735,27.8,72,60,6.31,MH,1689533610
289,bel ombre,-4.6167,55.4167,25.91,83,40,4.12,SC,1689533778
290,rio preto da eva,-2.6994,-59.6997,35.62,33,99,2.39,BR,1689533778
291,tralee,52.2704,-9.7026,13.56,88,98,5.54,IE,1689533566
292,salinas,36.6777,-121.6555,32.52,64,0,5.66,US,1689533558
293,djambala,-2.5447,14.7533,28.31,39,99,1.06,CG,1689533778
294,nangavalli,11.75,77.8833,25.89,76,100,0.49,IN,1689533779
295,mossel bay,-34.1831,22.146,10.96,76,100,0.22,ZA,1689533779
296,bure,10.7,37.0667,14.69,99,100,0.38,ET,1689533779
297,puerto carreno,6.189,-67.4859,30.99,66,40,2.06,CO,1689533779
298,xilin hot,43.9667,116.0333,18.03,53,0,2.47,CN,1689533779
299,st. john's,47.5649,-52.7093,26.27,65,75,7.2,CA,1689533779
300,hinton,53.4001,-117.5857,25.31,37,64,2.16,CA,1689533779
301,bikenibeu village,1.3673,173.1241,27.98,78,20,2.06,KI,1689533780
302,trenggalek,-8.05,111.7167,21.22,95,43,0.81,ID,1689533536
303,sao jose da coroa grande,-8.8978,-35.1478,25.62,78,14,4.94,BR,1689533780
304,san jorge,-31.8962,-61.8598,13.8,37,13,3.17,AR,1689533599
305,juan griego,11.0817,-63.9655,29.74,69,24,7.05,VE,1689533781
306,timimoun,29.2639,0.231,43.21,5,0,5.66,DZ,1689533722
307,palpa,-14.5336,-75.1856,27.46,37,15,3.43,PE,1689533781
308,morehead city,34.7229,-76.726,32.79,83,0,9.26,US,1689533782
309,anak,38.5108,125.4942,20.84,93,100,0.44,KP,1689533782
310,baiyin,36.5583,104.2081,22.12,38,4,2.14,CN,1689533514
311,kikwit,-5.041,18.8162,27.79,25,4,1.68,CD,1689533731
312,taltal,-25.4,-70.4833,18.24,71,100,2.4,CL,1689533421
313,crailsheim,49.1344,10.0719,24.32,56,0,1.94,DE,1689533782
314,puerto lempira,15.2667,-83.7667,32.08,66,75,3.6,HN,1689533782
315,santo antonio do leverger,-15.8656,-56.0767,34.21,19,2,1.88,BR,1689533595
316,eydhafushi,5.1033,73.0708,28.37,77,8,6.37,MV,1689533783
317,tazovsky,67.4667,78.7,6.2,60,0,3.38,RU,1689533562
318,olinda,-8.0089,-34.8553,22.85,94,75,3.09,BR,1689533783
319,nova sintra,14.8667,-24.7167,23.1,84,100,3.33,CV,1689533657
320,dalandzadgad,43.5708,104.425,24.66,25,82,4.1,MN,1689533783
321,argo,37.6333,22.7333,31.55,46,0,1.82,GR,1689533578
322,agadez,19.75,10.25,33.95,8,67,2.91,NE,1689533784
323,posse,-14.0931,-46.3694,31.55,24,72,2.02,BR,1689533784
324,danville,36.586,-79.395,32.97,60,75,3.09,US,1689533646
325,tura,25.5198,90.2201,24.65,90,100,2.14,IN,1689533563
326,phan rang-thap cham,11.5667,108.9833,26.57,75,100,3.3,VN,1689533784
327,sarykemer,43.0,71.5,27.71,25,5,1.26,KZ,1689533785
328,narvik,68.4384,17.4272,16.67,89,100,2.92,NO,1689533785
329,waingapu,-9.6567,120.2641,22.17,85,100,3.97,ID,1689533785
330,arteche,12.2645,125.4048,25.2,88,52,2.03,PH,1689533785
331,gunnison,38.7,-107.0673,24.39,8,0,2.87,US,1689533785
332,mil'kovo,55.6078,37.7956,19.73,69,49,2.09,RU,1689533659
333,sogndal,61.2283,7.1003,17.21,72,75,2.06,NO,1689533785
334,i-n-salah,27.1935,2.4607,39.32,5,0,4.72,DZ,1689533615
335,fukuecho,32.6881,128.8419,26.75,90,0,7.08,JP,1689533786
336,huazhou,21.6333,110.5833,25.91,91,100,2.89,CN,1689533786
337,sinabang,2.4803,96.3801,26.07,84,39,1.73,ID,1689533757
338,belmonte,-15.8631,-38.8828,23.42,87,32,3.67,BR,1689533537
339,north side,19.35,-81.2,33.04,62,20,5.66,KY,1689533786
340,bandar lampung,-5.4254,105.258,23.36,95,49,2.02,ID,1689533786
341,ludwin,51.3461,22.9058,28.18,54,0,2.57,PL,1689533786
342,rovnoye,50.7765,46.0509,18.07,80,84,5.15,RU,1689533787
343,anadyr,64.75,177.4833,17.28,72,0,1.79,RU,1689533531
344,vernon,50.2581,-119.2691,33.5,23,7,1.54,CA,1689533787
345,smirnykh,49.75,142.8333,12.75,98,100,1.14,RU,1689533787
346,kiffa,16.6166,-11.4045,36.9,34,100,4.76,MR,1689533787
347,beroroha,-21.6667,45.1667,23.11,33,100,1.35,MG,1689533787
348,nabire,-3.3667,135.4833,24.58,91,94,2.47,ID,1689533788
349,cabo san lucas,22.8909,-109.9124,34.78,72,20,4.12,MX,1689533789
350,bako,5.7833,36.5667,20.02,66,90,1.28,ET,1689533789
351,kerikeri,-35.2268,173.9474,9.95,90,0,4.1,NZ,1689533699
352,scone,56.4194,-3.4051,16.7,76,69,2.68,GB,1689533790
353,birzai,56.2,24.75,19.57,94,100,5.0,LT,1689533790
354,mount isa,-20.7333,139.5,19.87,60,100,2.57,AU,1689533707
355,tofol,5.3248,163.0078,27.8,80,100,6.18,FM,1689533607
356,malindi,-3.2175,40.1191,25.09,78,20,5.14,KE,1689533790
357,lautoka,-17.6167,177.4667,18.92,88,20,2.06,FJ,1689533790
358,tavda,58.0425,65.2726,13.86,78,100,2.22,RU,1689533791
359,beichengqu,40.4394,113.1536,18.94,40,0,1.38,CN,1689533794
360,manokwari,-0.8667,134.0833,25.15,82,51,1.1,ID,1689533794
361,lerwick,60.1545,-1.1494,13.0,89,65,5.13,GB,1689533548
362,shanga,11.2106,4.5788,30.29,58,9,2.67,NG,1689533794
363,leh,34.1667,77.5833,14.72,76,98,2.03,IN,1689533434
364,port isabel,26.0734,-97.2086,37.05,44,0,5.66,US,1689533700
365,pangody,65.85,74.4859,11.21,63,17,3.96,RU,1689533791
366,dubbo,-32.25,148.6167,9.07,93,75,6.69,AU,1689533795
367,bonthe,7.5264,-12.505,25.26,86,100,3.64,SL,1689533562
368,shivrajpur,22.4167,73.65,25.93,85,93,5.21,IN,1689533795
369,sandnessjoen,66.0217,12.6316,16.06,88,75,4.63,NO,1689533795
370,paphos,34.7667,32.4167,28.88,58,0,1.54,CY,1689533795
371,broome,42.2506,-75.833,28.64,77,100,3.09,US,1689533795
372,azul,-36.777,-59.8585,9.48,49,6,6.12,AR,1689533796
373,jianguang,28.1938,115.7836,23.18,93,38,1.46,CN,1689533796
374,baikonur,45.6167,63.3167,29.18,28,0,3.67,KZ,1689533796
375,shalqar,47.8333,59.6,25.23,28,94,6.53,KZ,1689533796
376,vilyuysk,63.7553,121.6247,5.59,87,11,1.6,RU,1689533593
377,el colorado,-26.3081,-59.3729,20.07,47,60,2.59,AR,1689533797
378,ghat,24.9647,10.1728,33.54,9,17,3.37,LY,1689533797
379,gongju,36.4556,127.1247,24.14,99,100,1.37,KR,1689533797
380,la passe,45.5549,-0.8967,21.68,64,24,3.49,FR,1689533797
381,pahlgam,34.0333,75.3333,16.61,83,79,0.69,IN,1689533797
382,suntar,62.1444,117.6319,7.24,77,90,2.46,RU,1689533797
383,la ronge,55.1001,-105.2842,18.12,55,20,3.09,CA,1689533798
384,north shore,-36.8,174.75,14.11,72,0,4.02,NZ,1689533798
385,kirakira,-10.4544,161.9205,25.53,90,84,4.16,SB,1689533798
386,n'zeto,-7.2312,12.8666,21.02,90,2,2.87,AO,1689533798
387,colonia menno,-22.3667,-59.8167,19.13,46,100,3.36,PY,1689533799
388,montecanal,41.6297,-0.9387,31.97,43,0,5.14,ES,1689533800
389,carnarvon,-24.8667,113.6333,15.64,57,0,5.4,AU,1689533571
390,bodden town,19.2833,-81.25,33.0,62,20,5.66,KY,1689533801
391,zouerate,22.7187,-12.4521,36.68,16,0,6.08,MR,1689533801
392,plettenberg bay,-34.0527,23.3716,15.24,63,100,1.31,ZA,1689533801
393,nemuro,43.3236,145.575,12.92,94,100,2.64,JP,1689533654
394,kodiak,57.79,-152.4072,12.73,82,75,2.57,US,1689533562
395,kabompo,-13.5927,24.2008,14.75,41,0,2.69,ZM,1689533801
396,beau vallon,-20.4189,57.6953,23.13,88,75,5.14,MU,1689533547
397,amarante do maranhao,-5.5667,-46.7422,35.22,21,0,3.42,BR,1689533801
398,mata-utu,-13.2816,-176.1745,27.23,78,58,8.74,WF,1689533802
399,shakhtersk,48.0625,38.5167,17.22,69,8,2.41,UA,1689533802
400,iglino,54.8324,56.4126,16.05,96,95,3.25,RU,1689533802
401,kalmunai,7.4167,81.8167,26.61,82,100,4.04,LK,1689533711
402,gainsborough,53.3833,-0.7667,17.78,1,100,1.34,GB,1689533802
403,grand falls-windsor,48.9332,-55.6649,27.5,67,99,4.13,CA,1689533802
404,kabalo,-6.05,26.9167,27.83,35,27,1.83,CD,1689533802
405,turan,16.0678,108.2208,26.99,89,75,0.51,VN,1689533802
406,khandyga,62.6667,135.6,11.06,78,100,0.84,RU,1689533803
407,manggar,-2.8833,108.2667,27.56,77,37,5.76,ID,1689533803
408,sukhodol,53.9006,51.2117,16.3,91,100,4.65,RU,1689533803
409,qionghu,28.843,112.3522,25.67,68,99,4.1,CN,1689533803
410,ust-tsilma,65.441,52.1498,17.07,84,30,1.11,RU,1689533803
411,codrington,-38.2667,141.9667,5.41,93,3,4.68,AU,1689533740
412,bazarak,35.3129,69.5152,19.0,34,1,4.68,AF,1689533804
413,fuglafjordur,62.244,-6.814,9.26,91,100,9.09,FO,1689533804
414,soe,-9.8607,124.284,15.9,94,66,1.76,ID,1689533804
415,alo,7.4178,6.7371,25.51,89,42,0.99,NG,1689533563
416,leava,-14.3,-178.1667,26.47,79,93,12.91,WF,1689533804
417,port saint john's,-31.6229,29.5448,16.95,64,5,2.51,ZA,1689533804
418,yanam,16.7333,82.2167,27.18,74,100,2.29,IN,1689533783
419,mejit,10.2753,170.8646,27.77,77,98,4.83,MH,1689533583
420,kostopil',50.8784,26.4519,21.44,72,0,3.25,UA,1689533804
421,lundazi,-12.2929,33.1782,15.1,56,0,3.77,ZM,1689533805
422,kyzyl-kyya,40.2568,72.1279,26.4,27,72,2.99,KG,1689533805
423,goba,7.0167,39.9833,10.9,87,54,2.04,ET,1689533805
424,behshahr,36.6923,53.5526,26.97,69,0,2.13,IR,1689533805
425,lata,40.1629,-8.3327,20.04,57,45,3.36,PT,1689533805
426,acarau,-2.8856,-40.12,28.91,65,61,7.3,BR,1689533778
427,vadso,70.0744,29.7487,18.49,82,0,6.17,NO,1689533805
428,raipur,21.2333,81.6333,24.68,90,100,5.41,IN,1689533806
429,pauini,-7.7136,-66.9764,29.81,60,100,0.06,BR,1689533806
430,vikhorevka,56.1201,101.1636,18.77,96,100,1.78,RU,1689533806
431,cavelossim,15.1726,73.9419,27.99,85,100,4.38,IN,1689533806
432,macapa,0.0389,-51.0664,32.99,58,20,5.14,BR,1689533536
433,luderitz,-26.6481,15.1594,19.02,43,0,3.97,NA,1689533561
434,clarion,41.2148,-79.3853,28.43,69,48,4.5,US,1689533806
435,bonoua,5.2741,-3.595,26.79,87,100,2.07,CI,1689533806
436,mandalgovi,45.7625,106.2708,21.17,41,9,3.38,MN,1689533719
437,santa ana de yacuma,-13.75,-65.4333,31.97,45,40,2.57,BO,1689533807
438,kayangel,8.0823,134.7173,28.08,83,99,6.25,PW,1689533616
439,ylitornio,66.3089,23.6773,16.78,78,100,6.23,FI,1689533807
440,villa huidobro,-34.8383,-64.5869,12.55,31,76,3.36,AR,1689533807
441,yerofey pavlovich,53.9667,121.9667,16.68,70,55,1.0,RU,1689533807
442,zaozersk,69.4005,32.4476,13.38,86,100,1.37,RU,1689533807
443,levuka,50.1834,-105.4011,19.84,47,100,4.46,CA,1689533807
444,ferkessedougou,9.6,-5.2,23.99,88,58,2.47,CI,1689533807
445,vilyuchinsk,52.9306,158.4028,10.15,91,39,0.47,RU,1689533607
446,coahuayana de hidalgo,18.7,-103.6583,34.66,52,44,3.12,MX,1689533808
447,sretensk,52.2453,117.7093,16.42,70,6,0.87,RU,1689533808
448,gulbarga,17.3333,76.8333,24.77,76,100,6.59,IN,1689533644
449,miri,4.4148,114.0089,26.08,94,40,1.03,MY,1689533808
450,alapayevsk,57.8516,61.6963,14.49,94,66,1.0,RU,1689533808
451,el abiodh sidi cheikh,32.893,0.5484,33.03,6,0,4.69,DZ,1689533808
452,kone,-21.0595,164.8658,17.14,71,5,2.36,NC,1689533595
453,riohacha,11.5444,-72.9072,35.06,46,40,6.69,CO,1689533545
454,haapajarvi,63.75,25.3333,20.25,55,100,4.76,FI,1689533809
455,shenkursk,62.1091,42.896,18.96,67,87,1.61,RU,1689533809
456,pridonskoy,51.6841,39.0727,18.31,82,0,3.0,RU,1689533809
457,houghton,47.1219,-88.569,21.71,62,75,8.75,US,1689533809
458,hobyo,5.3505,48.5268,25.35,81,3,13.27,SO,1689533645
459,ancud,-41.8697,-73.8203,6.5,63,7,3.62,CL,1689533559
460,muravlenko,63.7898,74.523,11.61,63,12,0.64,RU,1689533809
461,antalaha,-14.9003,50.2788,20.04,87,38,3.34,MG,1689533708
462,cromwell,41.5951,-72.6454,26.08,96,75,3.6,US,1689533810
463,bayanhongor,46.7167,100.1167,12.88,56,5,1.86,MN,1689533810
464,bac lieu,9.285,105.7244,26.67,82,100,6.86,VN,1689533810
465,ouadda,8.0777,22.4007,21.61,91,17,0.93,CF,1689533810
466,novokhopersk,51.0969,41.6252,15.49,86,9,3.42,RU,1689533810
467,san fernando,15.0286,120.6898,24.85,92,100,3.63,PH,1689533810
468,abong mbang,3.9833,13.1833,23.11,88,100,0.0,CM,1689533810
469,omdurman,15.6445,32.4777,35.89,29,6,6.47,SD,1689533811
470,zinjibar,13.1287,45.3807,31.89,56,21,2.3,YE,1689533811
471,adam,22.3756,57.5233,33.64,39,100,3.52,OM,1689533811
472,vorgashor,67.5833,63.95,13.96,89,81,2.41,RU,1689533556
473,ust-nera,64.5667,143.2,9.96,78,12,3.86,RU,1689533533
474,oskarshamn,57.2645,16.4484,21.66,66,10,4.85,SE,1689533813
475,gangtok,27.3333,88.6167,18.81,97,100,0.27,IN,1689533813
476,sao vicente,-23.9631,-46.3919,29.1,44,0,2.06,BR,1689533814
477,dumai,1.6833,101.45,24.11,86,73,1.38,ID,1689533814
478,melfort,52.8667,-104.6177,16.07,51,73,2.06,CA,1689533814
479,chikwawa,-16.0335,34.8009,18.52,51,0,0.93,MW,1689533815
480,ipira,-12.1583,-39.7372,28.57,40,99,5.2,BR,1689533815
481,santana,-0.0583,-51.1817,33.1,58,20,5.14,BR,1689533767
482,wuhai,39.6647,106.8122,24.9,25,0,4.42,CN,1689533759
483,maibong,25.3,93.1667,23.79,98,100,1.25,IN,1689533815
484,bengkulu,-3.8004,102.2655,23.64,93,40,1.98,ID,1689533815
485,holualoa,19.6228,-155.9522,25.31,78,40,3.09,US,1689533780
486,jiuquan,39.7432,98.5174,25.68,21,0,3.57,CN,1689533816
487,peterhead,57.5058,-1.7981,15.25,75,100,7.01,GB,1689533816
488,duba,27.3513,35.6901,31.52,51,0,1.04,SA,1689533816
489,junction city,39.0286,-96.8314,26.92,65,20,4.12,US,1689533738
490,paracuru,-3.41,-39.0306,27.28,62,85,6.84,BR,1689533614
491,yemel'yanovo,56.1681,92.6767,19.45,63,0,2.0,RU,1689533817
492,meulaboh,4.1363,96.1285,24.44,91,87,1.9,ID,1689533817
493,kununurra,-15.7667,128.7333,24.99,41,5,6.17,AU,1689533817
494,alice springs,-23.7,133.8833,5.75,93,2,0.0,AU,1689533817
495,sola,-13.8833,167.55,25.37,94,100,1.54,VU,1689533818
496,kerouane,9.2667,-9.0167,22.92,93,100,0.47,GN,1689533818
497,orlov,58.5395,48.8917,13.58,85,0,2.79,RU,1689533818
498,walvis bay,-22.9575,14.5053,22.53,35,0,1.03,NA,1689533818
499,bokhan,53.153,103.7714,16.34,89,96,0.73,RU,1689533818
500,canton,23.1167,113.25,28.82,76,100,5.31,CN,1689533559
501,karaman,37.0833,33.25,21.02,36,0,5.35,TR,1689533819
502,khulm,36.6974,67.6983,32.05,13,0,3.94,AF,1689533819
503,moyale,3.5167,39.0584,21.91,55,97,1.93,KE,1689533819
504,yaren,-0.5472,166.916,28.46,75,99,4.43,NR,1689533820
505,ola,59.5833,151.2833,11.65,89,100,0.88,RU,1689533574
506,cody,44.5263,-109.0565,30.36,29,0,4.12,US,1689533820
507,khovd,48.0056,91.6419,22.33,33,0,3.21,MN,1689533597
508,hotan,37.0997,79.9269,31.7,14,82,3.51,CN,1689533820
509,vila franca do campo,37.7167,-25.4333,21.23,66,99,1.82,PT,1689533821
510,ternate,0.8,127.4,25.06,86,100,1.26,ID,1689533821
511,huilong,31.8111,121.655,27.74,95,100,4.64,CN,1689533605
512,auki,-8.7676,160.7034,25.08,90,90,1.72,SB,1689533821
513,katsuren-haebaru,26.3369,127.8719,28.21,88,75,7.2,JP,1689533821
514,thunder bay,48.4001,-89.3168,15.99,82,100,5.14,CA,1689533821
515,ciudad lazaro cardenas,17.9583,-102.2,31.71,67,56,3.33,MX,1689533601
516,paita,-5.0892,-81.1144,25.98,66,8,6.92,PE,1689533821
517,pacific grove,36.6177,-121.9166,25.77,79,0,4.02,US,1689533822
518,bubaque,11.2833,-15.8333,27.8,78,100,7.33,GW,1689533822
519,lyuban',52.7985,28.0048,20.09,67,9,3.68,BY,1689533822
520,sealy,29.7808,-96.1572,41.44,22,23,2.39,US,1689533822
521,vakarai,55.6035,23.8213,22.29,96,97,2.95,LT,1689533822
522,uryupinsk,50.8047,42.0138,15.98,85,21,3.56,RU,1689533823
523,sisimiut,66.9395,-53.6735,7.1,92,100,2.58,GL,1689533675
524,namtsy,62.7161,129.6658,6.69,80,11,1.35,RU,1689533823
525,petauke,-14.2426,31.3253,15.79,49,0,4.12,ZM,1689533823
526,maxixe,-23.8597,35.3472,19.91,88,20,0.0,MZ,1689533823
527,maceio,-9.6658,-35.7353,26.69,73,40,6.17,BR,1689533823
528,laibin,23.7,109.2667,28.67,56,100,5.7,CN,1689533824
529,usogorsk,63.4106,48.6872,19.26,70,86,1.41,RU,1689533682
530,island harbour,50.724,-1.2758,18.29,76,88,4.02,GB,1689533824
531,las terrenas,19.311,-69.5428,31.93,74,75,3.09,DO,1689533824
532,fisterra,42.9049,-9.2629,20.97,71,2,6.11,ES,1689533824
533,mugia,43.1041,-9.2179,21.06,68,0,4.43,ES,1689533824
534,greenville,35.6127,-77.3663,32.09,72,75,5.14,US,1689533577
535,berriane,32.8265,3.7669,38.47,7,0,5.01,DZ,1689533722
536,piti village,13.4626,144.6933,26.49,91,75,3.09,GU,1689533825
537,xiva,41.3783,60.3639,27.99,19,98,3.53,UZ,1689533825
538,trairi,-3.2778,-39.2689,28.59,65,70,6.33,BR,1689533825
539,peel,-33.3167,149.6333,6.29,97,16,1.5,AU,1689533825
540,kroya,-7.6331,109.2461,22.29,91,19,2.86,ID,1689533825
541,dwarka,22.2394,68.9678,28.59,77,100,6.21,IN,1689533548
542,moscow,55.7522,37.6156,19.75,66,24,1.77,RU,1689533324
543,nuku'alofa,-21.1333,-175.2,20.19,73,20,4.12,TO,1689533826
544,machico,32.7,-16.7667,23.4,64,40,6.69,PT,1689533826
545,colesberg,-30.72,25.0972,10.55,37,9,2.54,ZA,1689533826
546,sanctuary point,-35.1114,150.629,8.88,90,22,1.86,AU,1689533826
547,diebougou,10.9667,-3.25,25.31,80,70,2.4,BF,1689533827
548,arar,30.9753,41.0381,40.01,5,0,4.12,SA,1689533827
549,el gouna,27.3942,33.6782,35.05,32,0,2.07,EG,1689533827
550,timaru,-44.4,171.25,5.6,80,8,2.24,NZ,1689533828
551,revda,56.801,59.9303,11.77,97,59,1.96,RU,1689533828
552,cabedelo,-6.9811,-34.8339,26.37,77,4,6.5,BR,1689533820
553,kavieng,-2.5744,150.7967,27.76,76,97,2.53,PG,1689533716
554,watampone,-4.5386,120.3279,23.81,85,95,2.18,ID,1689533828
555,tazacorte,28.629,-17.9293,24.54,70,75,7.72,ES,1689533795
556,benjamin constant,-4.3831,-70.0311,28.07,74,75,2.06,BR,1689533604
557,darwin,-12.4611,130.8418,24.99,88,100,1.54,AU,1689533736
558,zemio,5.0314,25.1361,23.66,75,17,0.57,CF,1689533829
559,kalianget,-7.05,113.9333,25.42,75,49,4.5,ID,1689533829
560,pisco,-13.7,-76.2167,21.03,68,100,4.12,PE,1689533576
561,boa vista,2.8197,-60.6733,31.99,55,40,3.09,BR,1689533829
562,kourou,5.1552,-52.6478,28.03,69,4,4.94,GF,1689533646
563,luanco,43.6152,-5.7934,20.01,69,29,1.26,ES,1689533829
564,neryungri,56.6709,124.6491,11.44,85,10,0.22,RU,1689533829
565,muswellbrook,-32.2667,150.9,11.29,97,78,0.84,AU,1689533830
566,delijan,33.9905,50.6838,31.8,7,0,3.01,IR,1689533830
567,jining,35.405,116.5814,24.01,72,0,2.48,CN,1689533830
568,cochrane,51.1834,-114.4687,24.95,59,0,3.6,CA,1689533801
569,ouargla,31.9493,5.325,42.04,7,0,4.63,DZ,1689533830
570,beira,-19.8436,34.8389,18.05,88,20,2.24,MZ,1689533830
571,rockland,41.1668,-74.0496,26.05,93,100,3.05,US,1689533831
572,yelizovo,53.1873,158.3805,10.08,100,75,1.0,RU,1689533831
573,castillos,-34.1667,-53.8333,11.31,55,12,6.03,UY,1689533831
574,reyes,-14.3167,-67.3833,30.59,45,31,1.87,BO,1689533831
